amount,_currency,entity,calendar_year,rev_type,donor,contrib_type
2243347.74,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
2236651.84,USD,UNCDF,2021,Voluntary non-core (earmarked) contributions,Bill & Melinda Gates Foundation,C05
2210007,USD,UNAIDS,2021,Voluntary non-core (earmarked) contributions,Bill & Melinda Gates Foundation,C05
2200000,USD,UNRWA,2021,Voluntary non-core (earmarked) contributions,UN OCHA,C04C
2139276,USD,WFP,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
2094956.39,USD,UN-DESA,2021,Voluntary non-core (earmarked) contributions,Bill & Melinda Gates Foundation,C05
2048325,USD,UNCDF,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
2017568.87,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
1983880.31,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1957637,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1956230.52,USD,UNRWA,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
1953573.49,USD,UN-UNCTAD,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1930936,USD,UNITAR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
1900000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
1882903,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
1860189.04,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
1848497.83,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
1816187.87,USD,UNRWA,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1792759.61,USD,UN-UNCTAD,2021,Voluntary non-core (earmarked) contributions,World Bank Group,C04A
1791789.68,USD,UNIDO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
1750134,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
1746137,USD,UNDP,2021,Revenue from other activities,World Bank Group,C04A
1742837.14,USD,UNWOMEN,2021,Voluntary non-core (earmarked) contributions,Bill & Melinda Gates Foundation,C05
1668593.47,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1665404.78,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
1653518,USD,PAHO,2021,Voluntary non-core (earmarked) contributions,Gavi Alliance,C04B
1649029.11,USD,UN-ECA,2021,Voluntary non-core (earmarked) contributions,Bill & Melinda Gates Foundation,C05
1637076.31,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1612198.2,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1608343,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1604153,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
1595660.61,USD,IARC,2021,Voluntary non-core (earmarked) contributions,Bill & Melinda Gates Foundation,C05
1595013.61,USD,ILO,2021,Voluntary non-core (earmarked) contributions,Bill & Melinda Gates Foundation,C05
1569284,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
1565999.15,USD,UN-UNCTAD,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1559564.69,USD,IMO,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1521926.78,USD,WTO,2021,Voluntary core (un-earmarked) contributions,European Union,C08A
1513367.37,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
1507143.4,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
1498618.88,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1496089.78,USD,UN-DESA,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1483602.53,USD,UN-UNDRR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1475265.4,USD,UN-ESCAP,2021,Voluntary non-core (earmarked) contributions,Bill & Melinda Gates Foundation,C05
1457631.04,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1417188.94,USD,UNIDO,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1409991,USD,UN-UNRISD,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1382711.76,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1362193,USD,UNEP,2021,Assessed Contributions,European Union,C08A
1347567,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
1335382.33,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
1325660.22,USD,UN-UNIDIR,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1322549,USD,UNAIDS,2021,Voluntary non-core (earmarked) contributions,The Global Fund,C04B
1314217.44,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1303155,USD,IOM,2021,Voluntary non-core (earmarked) contributions,World Bank Group,C04A
1272668.42,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1265091.75,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1249350.26,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1236870,USD,UNEP,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1236738.72,USD,UN-DCO,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
1216298.33,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1205993,USD,UNDP,2021,Revenue from other activities,Gavi Alliance,C04B
1194724,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
1164900.44,USD,WFP,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
1145024.64,USD,UN,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1129463,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1125457.13,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
1115895,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
1115166.2,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1108666.99,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1101342.11,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1079910.96,USD,WFP,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1054619.83,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
1032770.86,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
1028029.25,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
1015744.45,USD,UN-DPPA,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
1000001.48,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
972043.78,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
965814,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
949937,USD,CTBTO,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
941266.89,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
930234,USD,UNFCCC,2021,Assessed Contributions,European Union,C08A
914286,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
911418.52,USD,UNIDO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
908059.02,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
904538.46,USD,UNITAR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
900474,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
891220,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
891089,USD,UNDP,2021,Voluntary non-core (earmarked) contributions,Bill & Melinda Gates Foundation,C05
884311,USD,UNDP,2021,Voluntary core (un-earmarked) contributions,Global Environment Facility,C04B
879072,USD,UNDP,2021,Revenue from other activities,UN OCHA,C04C
875420.28,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
864398.91,USD,ITU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
857646.35,USD,UN-UNDRR,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
855000,USD,UNICEF,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
851862.3,USD,WMO,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
849922.24,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,UN OCHA,C04D
838859.39,USD,UN-UNDRR,2021,Voluntary non-core (earmarked) contributions,World Bank Group,C04A
838288,USD,UNOPS,2021,Revenue from other activities,UN OCHA,C04C
838134.16,USD,UNHABITAT,2021,Revenue from other activities,European Union,C08A
834408,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
819676.11,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
818298,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
816009,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
813294.73,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
807436,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
799889,USD,UNDP,2021,Revenue from other activities,UN OCHA,C04C
783600,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
776116,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
772624.37,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
768505.76,USD,ILO,2021,Voluntary non-core (earmarked) contributions,World Bank Group,C04A
762357.99,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
758028.67,USD,WFP,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
750625,USD,UNOPS,2021,Revenue from other activities,European Union,C08A
745257,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
744038.25,USD,WMO,2021,Voluntary non-core (earmarked) contributions,World Bank Group,C04A
743518,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
738203.27,USD,UN-UNCTAD,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
736803.83,USD,WFP,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
734578,USD,UNOPS,2021,Revenue from other activities,European Union,C08A
729394.6,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
724816,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
700000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
693800,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
687841,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
681464,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
677713,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Gavi Alliance,C04B
675459.65,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
667456.97,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
649989.74,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
647407.7,USD,UN-OCHA,2021,Revenue from other activities,Private Donors,C06
636979,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Bill & Melinda Gates Foundation,C05
628791.26,USD,ITU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
624137.03,USD,UNWOMEN,2021,Voluntary non-core (earmarked) contributions,United States of America National commission,C06
611032,USD,UNDP,2021,Revenue from other activities,Bill & Melinda Gates Foundation,C05
603570.03,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
596315.02,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
591534.95,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
589589.54,USD,UNRWA,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
585585.59,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
572010,USD,UNEP,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
568745.74,USD,IARC,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
563063.06,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
556247.45,USD,ICC,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
553363.65,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
551763.69,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,UN OCHA,C04C
546628.07,USD,UNIDO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
546365.47,USD,WFP,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
539173.29,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
537176.17,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
526815.63,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
525772.45,USD,UN-DCO,2021,Voluntary core (un-earmarked) contributions,Bill & Melinda Gates Foundation,C05
500000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
499892.9,USD,ITU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
499804.5,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
499334.7,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,UN OCHA,C04D
495696.93,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
490576,USD,UNDP,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
488010.49,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
482200,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
474984.83,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
473250,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
468730.12,USD,ILO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04C
467808.92,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
467132.3,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
460322,USD,UNU,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
459209.07,USD,UNHABITAT,2021,Revenue from other activities,European Union,C08A
447988.99,USD,UNIDO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
444423,USD,UNOPS,2021,Revenue from other activities,Bill & Melinda Gates Foundation,C05
431132.74,USD,UN,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
430592.51,USD,IAEA,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
424057.11,USD,ILO,2021,Voluntary non-core (earmarked) contributions,World Bank Group,C04A
422219.34,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,World Bank Group,C04A
420020.36,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
400653,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
383174,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
381250,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
379473.4,USD,IFAD,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
377945.83,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
375000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
372750.06,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
370426,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
355368,USD,PAHO,2021,Voluntary non-core (earmarked) contributions,The Global Fund,C04B
352391.65,USD,UNITAR,2021,Voluntary non-core (earmarked) contributions,World Bank Group,C04A
350000,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
350000,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
334678.77,USD,IARC,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
329674,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
327060,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
325367,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
315015,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
313521.23,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
307302,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
307200,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
305837,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
301839.77,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
300168,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
300000,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
299338.98,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
295304,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
295079.44,USD,UNFPA,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
288000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
287436,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
286742,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
286740,USD,UNEP,2021,Voluntary non-core (earmarked) contributions,Bill & Melinda Gates Foundation,C05
286697.25,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
282970.7,USD,UNSSC,2021,Voluntary non-core (earmarked) contributions,UN OCHA,C04C
277752.04,USD,UN,2021,Revenue from other activities,Private Donors,C06
274553,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
273924,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
273310,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
271764,USD,UNDP,2021,Revenue from other activities,UN OCHA,C04C
269541.78,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
265000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
263417,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
262255.31,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
260492.5,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
260401,USD,UN,2021,Revenue from other activities,World Bank Group,C04A
259920.98,USD,UNIDO,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
256840.44,USD,ITU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
255875.14,USD,IARC,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
255275.45,USD,UNHABITAT,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
251834,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
250000,USD,UN-UNCTAD,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
247467,USD,UNICRI,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
241000,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
240750,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
240204,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
234936.61,USD,ITU,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
232600,USD,UNCCD,2021,Assessed Contributions,European Union,C08A
231950,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
230425.79,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
230000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
225982,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
223313.15,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
220411,USD,PAHO,2021,Voluntary non-core (earmarked) contributions,Bill & Melinda Gates Foundation,C05
219295.69,USD,UNHABITAT,2021,Revenue from other activities,European Union,C08A
216191,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
211144.73,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
211049.48,USD,UNITAR,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
210315,USD,UNEP,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
210041,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
208904.35,USD,UNCDF,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
207348.62,USD,UNIDO,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
205776.45,USD,UNRWA,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
201488,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
200250,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
200000,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
200000,USD,UNCDF,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
199282,USD,UNU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C08B
197873,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
197000,USD,UN-UNDRR,2021,Revenue from other activities,Private Donors,C06
196636.41,USD,ICAO,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
195665.97,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
193069.13,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
189498.89,USD,UNHABITAT,2021,Revenue from other activities,European Union,C08A
188100,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
186801.62,USD,UNIDO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
184581.25,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
182039,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
177276.18,USD,ILO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
175650,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
175270.66,USD,UN-DESA,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
174923.87,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
174765,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
173180.86,USD,UNIDO,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
172902.75,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
170555.31,USD,IOM,2021,Revenue from other activities,UN OCHA,C04C
170409.11,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
170400,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
168920,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
167247.56,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
165360.78,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
164985,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
160888.14,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
157755.16,USD,UNIDO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
157735.83,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
156217.98,USD,UN-OHCHR,2021,Revenue from other activities,Private Donors,C06
155804.25,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
153569.35,USD,UN-DMSPC,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
153216,USD,IOM,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
150000,USD,UNHCR,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
150000,USD,UNWOMEN,2021,Voluntary core (un-earmarked) contributions,United States of America National commission,C06
146489.1,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
145976.55,USD,UNRWA,2021,Voluntary non-core (earmarked) contributions,Private Donors,C02
143234,USD,UNCCD,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
141355,USD,UN-DESA,2021,Voluntary non-core (earmarked) contributions,World Bank Group,C04A
138020.98,USD,UNHABITAT,2021,Revenue from other activities,European Union,C08A
137703.63,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
136805,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
130000,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
126087.43,USD,WMO,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
125753.77,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
125687.78,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
124858.12,USD,ITLOS,2021,Voluntary core (un-earmarked) contributions,European Union,C08A
123660.43,USD,WFP,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
122729.84,USD,UN Tourism,2021,Assessed Contributions,Private Donors,C06
122699.39,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
122500,USD,UNODC,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
120910.38,USD,WMO,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
118906.06,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
118603.99,USD,UNIDO,2021,Voluntary non-core (earmarked) contributions,Multi Donor trust funds,C04D
118334.28,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
118090.87,USD,UN-DPO,2021,Revenue from other activities,World Bank Group,C04A
116550.12,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
114064.1,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
113124.92,USD,UNHABITAT,2021,Revenue from other activities,European Union,C08A
112689,USD,UNDP,2021,Revenue from other activities,Private Donors,C06
112612.61,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
112612.61,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
112612.61,USD,UNHCR,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
112612.61,USD,UN-DMSPC,2021,Voluntary non-core (earmarked) contributions,European Union,C08A
109289.62,USD,ITU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
109289.62,USD,ITU,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
107333,USD,UNESCO,2021,Voluntary non-core (earmarked) contributions,Private Donors,C06
106565.87,USD,WFP,2021,Voluntary core (un-earmarked) contributions,Private Donors,C06
105676,USD,UNU,2021,Revenue from other activities,Private Donors,C08B
